group,duration
test,1586
test,1584
control,1253
test,1692
test,1144
test,1228
control,1878
control,1532
control,1524
test,1979
test,847
control,1398
test,1707
control,1411
test,864
control,1317
control,1602
test,1662
control,1343
test,1722
control,1286
control,1158
control,1702
control,1194
control,1329
control,1381
test,1742
control,1926
control,1569
test,1458
control,1341
test,1633
test,1898
control,1828
test,1139
control,1537
test,1454
test,1601
control,1504
test,1270
test,1765
control,1344
test,1843
control,1539
test,1523
test,1894
control,1795
test,1363
test,1732
test,1856
control,1525
test,1386
control,1095
control,1618
control,1291
test,1450
test,1473
test,2092
test,1328
test,1120
test,1563
test,1683
test,1471
test,1863
test,1526
control,1153
test,1577
control,1920
control,1457
test,973
test,1711
control,1801
control,1014
test,1896
test,949
control,1182
control,1527
test,1381
control,1072
control,1359
test,1577
control,1380
test,1795
control,1379
test,1499
test,1486
test,1158
control,1534
control,1245
test,1879
control,1780
test,1536
control,1806
control,1011
control,1128
test,1586
control,1796
control,1823
control,1788
test,1572
test,1511
control,1635
control,1371
control,997
control,1431
test,1643
test,1542
control,1794
control,1301
control,1495
test,1522
control,1267
test,1865
control,1016
control,1311
test,1220
test,1426
control,1058
control,1205
test,1728
test,1382
test,1499
control,1766
control,1269
test,2005
control,1625
control,1730
control,1620
test,1030
test,1699
control,1934
test,1753
control,1365
test,1720
test,1591
control,1492
test,1061
control,1664
control,1530
test,1665
control,1871
control,1512
control,1244
control,1622
control,1743
test,1169
control,1924
test,1121
control,1390
test,1519
test,1663
test,1627
control,1502
control,1036
test,1387
test,1361
test,1803
control,1903
control,1416
test,1591
test,1483
control,1838
test,1597
control,1360
test,1526
test,1220
control,1128
control,1432
control,751
control,1232
control,1939
control,1360
control,1354
test,1772
control,1667
test,1428
control,1280
control,1751
test,1341
test,1679
test,1606
test,1854
control,1743
control,1871
test,1464
test,1350
control,1948
test,1436
control,1418
test,2062
control,1576
test,1434
test,1287
test,1106
control,1145
control,1763
test,1150
test,1398
test,1470
control,1273
control,1722
test,1579
test,1858
control,1381
test,794
control,1321
test,1377
test,1929
control,1541
control,1167
control,1279
control,1230
control,1425
test,1483
test,1485
control,1687
test,1469
control,1369
test,1708
control,1296
test,1419
control,1479
test,1420
control,1234
test,2136
test,1936
control,1147
control,1507
test,1167
control,1232
test,1725
test,1732
test,1402
control,1406
test,1282
control,1246
test,1281
test,1696
test,1758
control,1539
test,1533
test,1234
control,1303
test,1653
test,1216
test,1694
test,1430
test,1614
test,1454
control,1161
test,1236
control,1333
test,952
test,1948
test,1572
test,1441
test,739
test,1195
test,1047
control,1341
test,1483
control,1488
control,2183
control,1623
control,1642
control,1896
control,985
test,1862
test,1574
test,1139
control,1287
control,2167
control,1476
test,1368
test,1067
test,1737
control,1743
control,1727
test,1420
test,1733
control,1681
test,1245
control,1359
control,1479
control,1660
control,1775
control,1725
control,1182
test,2082
test,1507
test,2119
test,1510
test,1534
test,1726
test,1183
control,1780
control,984
control,1541
test,2247
control,1476
control,1355
test,1649
control,1415
test,932
test,1365
control,1102
test,1489
control,1033
control,1432
control,1415
test,1213
control,1829
test,1621
control,1241
control,1542
test,1462
control,1791
control,1542
control,1381
control,1234
test,1467
control,1989
control,1030
control,1238
control,1627
test,1966
test,1582
test,1680
test,1314
test,1299
control,1063
control,878
test,1571
test,1184
control,1242
control,1361
test,1333
control,1004
control,1408
control,1782
test,1636
test,1435
test,1215
test,1487
control,1697
control,1358
control,1401
test,1353
control,1852
control,1456
control,2534
control,1137
test,1884
test,1275
control,1223
control,1453
test,2198
control,1401
control,1711
control,1850
control,1579
test,1516
test,1308
control,1839
control,1351
control,1043
test,1430
control,1799
test,1527
test,1688
test,1088
control,1473
test,1567
test,1596
test,1613
control,1502
test,1440
control,1637
control,1064
control,1451
control,1719
control,1828
test,1700
control,1411
control,2158
test,1670
control,1769
control,1130
test,1465
test,1534
control,1919
control,1232
control,1686
test,1354
test,1689
control,1275
test,2217
test,1111
test,1155
control,2308
control,1918
control,1272
test,1411
test,1689
test,1666
test,1114
test,1728
test,1442
control,1625
test,1677
control,1068
control,1568
test,1687
control,1480
test,1296
control,1112
test,1044
control,1587
control,1843
control,1618
test,1837
control,2115
control,1758
control,1249
test,1540
control,1231
test,1627
control,1717
test,1478
control,1643
test,1569
control,1557
test,1710
test,1475
test,764
control,1385
test,1814
test,1708
test,1690
test,1236
control,1185
control,2030
test,1351
control,2006
test,1309
test,1569
test,1356
control,1758
test,1495
control,1668
control,2043
test,1442
control,1594
control,1538
test,1402
test,2050
control,1697
control,1531
test,905
control,1364
control,1380
test,2336
control,1577
control,1362
control,1888
control,1672
control,1300
test,1850
control,1240
test,1655
control,1288
control,1725
test,1363
control,1552
control,1252
control,1144
test,1759
control,1588
control,1424
control,1572
test,1426
test,1297
test,1647
test,1656
test,1244
test,1642
test,1850
control,1131
control,1316
test,1390
test,1166
control,1947
control,1347
control,1312
control,1559
control,1370
control,1512
control,1136
test,1416
control,1222
test,2068
test,1337
control,856
test,1676
test,1391
control,1816
test,1041
test,1639
test,1728
test,1777
test,1896
test,1488
test,1533
control,1571
control,1398
test,1613
test,1335
control,1751
control,1475
test,1533
control,1266
control,1411
control,1155
control,1616
control,1199
test,1113
test,1075
control,1253
control,2279
test,867
control,1578
test,1364
test,1496
test,1215
test,1179
control,1665
control,1391
control,2393
control,2248
test,1577
test,1899
control,1390
control,1182
control,1536
control,1233
test,1987
test,1566
control,1525
control,1463
control,1345
test,1718
control,1237
control,1591
test,1940
control,1437
control,1109
control,1323
control,633
control,1879
test,1401
control,1848
test,1898
control,1200
test,2032
test,1607
test,1124
control,1451
test,1448
test,1508
test,1504
test,1690
test,1801
test,1920
test,1343
control,993
control,1464
control,1326
control,1464
control,1501
control,1308
test,1491
test,1980
control,1193
test,1032
control,1606
control,1592
test,1729
test,1075
control,1605
test,1732
control,1045
test,1587
control,1686
control,917
control,1284
test,1621
control,1483
control,1453
test,1418
test,1903
control,1554
control,872
control,997
test,1610
control,1742
control,2054
test,2198
test,1475
control,1607
test,1607
test,776
test,1488
control,1830
control,1911
control,1510
control,1588
test,1251
control,1323
test,1684
test,1749
test,1749
control,971
control,1593
control,1451
control,1704
control,1824
test,1125
test,890
test,1319
test,1837
test,1476
test,1301
control,1528
test,974
test,1405
test,1140
test,1626
control,2068
test,1432
test,1781
test,1624
test,2201
control,1528
control,1521
test,1689
test,1975
control,1494
control,1336
test,1472
control,1709
test,1267
control,1768
test,1789
test,1563
test,1415
test,1306
test,1589
test,2238
test,1395
control,1195
test,2041
test,1292
control,1313
test,1421
test,1622
test,1780
control,1764
test,1194
test,1814
test,1310
test,1353
control,1554
test,1252
control,1623
test,1978
test,1789
control,1656
test,1564
test,1402
test,1951
test,1710
test,1184
control,1458
control,2003
test,890
test,1488
control,1536
control,1302
test,1367
control,1684
control,1521
test,1510
control,1720
test,1969
control,1176
test,1376
test,1009
control,1317
control,1148
control,923
control,1445
test,1459
test,1698
control,1560
test,2007
test,1187
test,1197
control,1158
control,1449
test,1927
control,1599
control,1448
control,1669
control,1802
test,1683
test,2251
control,1596
control,1616
test,1814
control,1572
control,1356
control,1612
control,1168
control,1848
control,1651
control,1600
control,810
control,1761
control,1473
control,1297
test,1502
control,857
test,1894
control,1277
control,1222
control,1614
test,1627
control,1328
test,1227
test,1610
control,1512
test,1367
control,1408
test,1418
test,1656
test,1531
test,1899
control,1850
test,1540
test,1689
test,2226
test,1969
test,1195
test,1224
test,1984
control,1510
test,1797
control,1412
control,1561
test,1536
control,1358
control,1463
test,1707
control,1488
control,1422
control,2095
test,925
control,1363
test,1268
control,1022
test,1215
control,1233
control,897
control,1823
control,1778
control,1423
test,991
control,1207
test,1770
control,1693
test,1749
test,1331
control,635
test,1575
control,1263
test,1343
control,1261
test,1576
test,2205
test,1466
control,1348
control,916
test,1321
control,1686
test,1582
control,1661
control,1330
control,2056
control,1587
test,1811
control,1587
test,1837
control,1450
test,1835
test,1150
control,1393
test,1633
test,1676
test,1615
control,1692
test,1890
control,1093
control,1497
control,1442
test,1708
test,2109
test,1435
control,1508
control,884
control,1376
test,2050
test,1622
test,1341
test,1772
test,1582
control,1178
control,1987
control,1196
test,1636
control,1376
test,1195
control,1939
test,1118
control,1151
control,1710
test,1538
control,1753
test,2120
test,1674
control,1826
control,1502
control,1756
test,1989
test,1577
control,1123
test,1308
test,1368
test,1787
test,1885
test,1520
control,1179
test,1779
control,1331
test,1404
control,1184
control,1702
control,1432
control,1491
control,1180
control,1261
test,1292
control,1676
control,2056
test,1605
control,1672
test,1642
control,1746
test,1262
control,1671
control,1803
test,1224
test,1396
test,1127
control,1877
test,1402
test,1578
control,1515
control,1021
test,1734
control,977
test,1339
control,1457
test,1509
control,1926
test,1623
test,2075
control,1466
test,1370
control,1938
control,1041
control,1325
control,1641
test,1964
test,929
control,1466
test,1760
control,1725
control,774
control,1476
test,1607
control,1433
control,1701
test,821
control,1586
test,1826
control,1491
test,1500
test,1154
control,1593
control,1275
control,1464
test,1234
test,2011
test,1461
control,1544
control,1403
control,1564
control,1596
test,1337
control,1330
control,1545
control,1275
test,1233
test,1408
control,1387
test,1436
test,1158
test,1492
control,1487
test,1582
test,1455
test,1571
control,1318
test,1680
control,1391
control,1072
control,1506
test,1031
test,1664
test,1626
test,1161
control,1410
test,1923
control,1632
test,1910
test,1945
test,1691
control,1544
control,1466
control,1465
test,1652
control,1885
test,1782
test,1940
control,1481
test,1439
control,1161
test,1510
control,1941
control,1415
control,1649
test,1493
control,1197
test,1902
control,1618
control,1762
control,1491
control,1959
test,1718
control,1521
control,1224
control,1389
control,1504
test,1867
control,1194
control,1018
control,2216
control,1497
test,1403
control,1205
control,2033
control,1773
control,1228
control,2017
test,1928
test,1556
control,1195
test,1204
control,1576
control,1659
control,1479
control,1428
test,1258
test,1552
test,1092
test,1523
test,1597
test,1384
control,788
test,1245
test,1545
control,1282
test,965
test,1526
test,1394
test,1622
test,1472
test,2014
control,656
test,1924
test,1306
test,1885
test,1196
test,578
control,1330
control,1513
test,1766
test,1248
control,1698
control,1615
test,1596
control,1070
test,1430
test,1492
control,1781
test,1328
control,1444
test,1227
control,1453
control,1173
control,1506
control,1351
test,1379
control,1546
test,1525
control,1360
control,1501
test,1292
test,1934
control,1422
control,1368
test,2149
test,1860
test,1156
test,1673
test,1640
control,1161
test,1804
test,1470
test,1557
test,1303
test,1312
test,1837
test,1545
test,1497
control,1140
test,1521
control,1950
test,2335
control,1222
control,1193
test,2083
control,1226
control,1778
control,1708
control,1398
control,1801
test,1382
control,885
test,1082
control,1414
test,1623
test,1518
test,1152
test,1719
control,1710
control,1317
control,1606
control,1544
test,1205
control,1138
test,1111
control,1144
control,1552
control,1409
test,1689
control,1203
control,1479
control,1554
test,1517
control,1322
control,1218
test,1505
test,1862
test,1424
test,1419
test,2082
control,1737
test,1487
control,1924
test,1471
test,1261
control,1058
test,1351
control,1048
test,1170
test,1673
test,1320
test,1459
test,1429
test,1473
control,903
control,1301
control,2202
control,1555
control,926
control,1577
test,2097
control,1310
control,1205
test,1803
test,1832
control,1556
test,1353
test,2112
test,1848
test,901
test,1185
control,1759
control,1499
control,1696
test,1369
control,1344
test,1419
test,949
test,1629
control,843
test,1552
control,1412
control,1345
control,1263
control,1747
test,1443
control,1968
test,1564
control,1811
test,1288
control,1294
test,1606
test,1365
test,890
test,1433
control,990
control,863
control,1671
control,2163
control,1151
control,832
test,1158
test,1439
control,1720
control,1193
control,1217
control,1406
test,1403
control,1476
control,1702
test,1817
test,1946
control,1362
test,1512
test,1354
control,1656
test,1073
test,1130
test,1595
control,1229
test,1001
control,1191
control,1235
test,1518
control,1428
test,1515
control,1250
test,1152
control,1300
test,1353
test,1392
test,1441
control,1591
control,1938
control,1142
control,1814
test,1455
test,1511
test,1271
test,1419
test,1616
test,1436
test,1517
test,1673
control,1077
control,1738
control,1448
test,1371
test,1426
test,1521
test,1046
test,1675
control,1499
test,1508
control,1718
control,1793
test,1543
test,1622
test,2118
test,1422
control,1664
test,1533
control,1213
test,1845
test,1400
test,1631
control,1257
control,1588
test,1129
control,1944
control,1281
test,1956
test,1027
test,1935
test,1391
test,1448
control,1206
test,1665
control,1545
test,2129
control,1612
test,1398
test,1444
test,1911
control,1372
control,2118
control,1737
test,1714
test,1260
control,1528
control,1763
test,1348
control,1353
control,1575
test,1280
test,1309
test,1962
test,1012
control,1969
control,1740
control,1505
control,2135
test,1679
test,1788
test,1806
test,1824
test,1659
test,1995
control,1569
control,1186
test,1134
test,2155
test,1452
test,1517
test,1391
control,1593
control,1721
control,1788
control,1825
control,1556
test,873
control,1755
test,1420
control,1672
control,1462
test,1395
control,1464
test,1629
test,1518
control,1757
control,1253
control,1679
test,1222
test,2065
control,1639
test,2335
control,1339
control,1523
control,1794
control,1499
control,827
control,1658
control,1068
control,1866
test,1308
control,1435
control,1239
control,1500
control,1234
test,1302
test,1233
control,1267
test,1869
test,1446
control,1793
test,1676
test,1876
test,1716
control,1351
test,1767
control,1499
test,1153
test,1320
test,1530
test,1743
test,1507
control,1283
test,1468
control,1188
control,1279
control,1463
test,2020
control,1445
test,1799
test,1290
control,1248
test,1433
test,1884
test,1363
test,1682
test,1607
control,923
control,2142
test,1564
control,1949
test,1993
control,1515
control,2198
control,1723
test,1588
control,1726
control,1533
test,1312
control,1189
test,1178
control,1820
test,1615
control,1795
control,1531
control,1556
control,1306
test,1750
control,1377
test,2215
test,1031
test,1833
test,1632
control,973
test,1615
test,1140
control,1235
control,1698
test,1336
test,1643
control,1358
control,1454
control,1664
control,1454
test,1093
test,2017
test,1769
control,1639
test,1609
test,1975
test,1973
control,1473
test,1163
control,1659
test,1189
test,1366
control,1796
test,1523
control,1664
test,1452
test,1747
test,1092
control,1340
control,1596
control,1779
test,1211
control,1997
control,1000
control,1517
control,1000
control,1710
test,1654
control,1629
control,950
test,1815
test,1536
test,1682
test,1372
control,1842
control,1965
test,1451
control,1269
control,2068
control,1217
test,1324
test,1913
test,1964
control,2135
test,1577
test,1587
control,1505
test,1415
control,1513
test,1426
control,1392
test,1127
test,1116
control,1802
control,1593
control,1512
test,1229
test,1532
control,1600
control,1109
test,1259
control,1647
test,1668
control,1285
test,1626
control,1390
test,932
control,2005
test,1409
control,1795
test,1017
control,1228
control,1914
test,895
control,1800
test,1528
test,1375
control,1017
test,1221
control,1291
control,1524
control,1260
test,1308
test,1260
test,1181
test,1434
test,2005
control,1815
test,1442
control,1572
test,1441
control,1102
test,1543
test,1709
test,1217
control,1914
control,1238
test,1168
control,1403
test,1956
test,1201
test,1211
control,1695
control,1111
test,1684
control,1722
control,1559
test,1468
test,1214
test,1635
test,1170
control,1790
test,1375
control,1159
test,1942
test,1233
test,1535
test,1905
test,1492
test,965
control,1345
test,1538
test,1728
control,1184
control,1373
control,1420
control,1387
control,1497
control,1572
test,1729
test,1402
test,1419
test,1071
test,2083
control,1237
control,1633
control,1533
control,1086
control,2309
test,1021
test,1272
control,1688
control,1793
test,1692
test,1912
test,1084
control,1545
control,1191
test,1396
control,1617
test,1667
control,1084
test,1227
control,1361
control,1401
test,1499
control,1593
test,1340
test,1596
test,1533
control,1496
control,1740
control,672
control,909
test,1486
control,2218
test,1189
control,1846
control,1768
test,1426
control,1330
test,1621
test,1534
control,1688
test,1787
control,1491
test,1545
control,1293
control,1275
test,1649
test,1392
test,1302
test,1421
test,1034
test,1220
test,1676
test,1950
test,1184
test,1378
control,1287
test,1607
test,1621
control,1991
test,1236
control,1350
test,1376
test,923
control,1224
control,1744
test,1362
control,2109
control,1375
test,1329
test,2025
test,1965
control,1636
control,1235
test,1637
test,1287
test,1309
control,1345
test,1483
test,1215
control,1297
control,1780
control,973
test,1403
test,1957
control,1069
test,1482
test,2129
control,1679
test,1135
control,1167
test,1674
test,1199
test,1828
test,1186
test,1388
control,1271
control,1510
test,1615
test,1155
test,1814
control,1437
control,1309
test,1485
control,1354
control,1583
control,1526
control,1523
test,1516
test,1772
test,1563
test,1172
control,1315
control,1439
test,1079
control,1360
test,1486
test,1453
control,1078
control,1186
control,2029
test,1487
test,1472
control,1601
test,1288
test,1412
control,1592
test,1825
test,1674
test,1454
test,1883
test,1962
control,1449
control,1643
control,1750
test,1598
control,1855
test,1555
control,1662
test,1576
test,1560
test,1380
control,1597
control,1592
control,1587
test,916
control,1600
test,1593
test,1114
control,1074
control,1778
test,1564
control,1523
test,1602
test,1482
control,1554
test,1237
control,1916
control,1788
control,921
control,1428
control,1425
test,1844
test,1011
test,1837
test,2175
test,1315
control,1877
control,1569
control,1698
test,1731
control,1296
control,1437
control,1363
test,1138
control,1232
test,1686
control,1615
control,1450
test,1509
control,1242
control,1633
control,1739
test,930
test,1191
test,2007
control,1810
test,1690
test,1632
test,1611
test,1437
test,1795
test,1685
control,1315
test,1533
control,2094
test,2054
control,1654
test,1590
control,857
test,1455
test,1527
control,1630
control,1754
test,1311
control,1559
test,1959
test,1458
control,1265
control,1799
test,1740
test,1791
control,1628
control,1727
control,1514
control,1913
control,1342
test,1440
test,1727
control,1445
control,1273
control,1411
test,1018
control,2039
test,1309
control,1908
control,1877
control,1166
test,1202
test,1767
control,1495
control,1532
control,1609
control,1168
control,1578
test,1819
test,1060
test,1664
control,1455
control,1052
test,1114
test,1419
control,1463
test,1140
test,916
test,1228
test,1416
control,1479
test,1056
test,1432
control,1294
control,855
control,2360
control,1938
control,1405
test,1614
test,1333
control,1364
control,1284
control,2001
test,1456
control,1649
test,1639
test,1450
test,1494
control,1530
control,876
control,1337
test,1932
control,1296
test,1333
test,1049
test,1463
test,1318
control,1110
test,1221
test,1556
test,2104
control,1491
control,1831
control,1312
test,1794
control,1258
test,1100
control,1432
test,1738
control,1261
test,1432
test,1539
test,1748
control,1339
test,1446
control,1146
control,1323
test,1185
test,1862
test,1343
test,1588
test,1978
test,2040
control,1624
control,1133
control,1821
control,1452
test,1607
control,1519
control,2057
test,2254
test,1797
test,1149
control,1334
test,1893
test,1440
test,1370
test,1518
test,1827
test,1633
control,1312
test,1476
test,813
test,1609
control,1918
control,1900
test,1363
test,1384
control,1235
test,1617
control,1306
test,1462
control,1306
test,1278
control,1112
test,1734
control,1549
control,1571
control,1208
control,1237
test,1693
control,1097
test,1677
test,1280
control,1372
control,1438
test,1219
test,1600
control,1167
control,1362
control,1062
control,1428
control,1569
test,1201
test,1549
control,848
control,1254
control,1360
test,1597
test,1485
control,1057
test,904
test,1499
test,657
test,1496
test,1609
control,1952
test,1088
test,1013
test,1978
test,1633
control,1552
control,1064
test,1583
control,1360
test,1670
control,1258
test,1309
test,1700
test,2053
control,1240
test,1497
test,1114
control,782
test,973
test,1407
test,1409
test,1624
test,1145
control,1524
control,2020
control,1291
test,893
test,1121
test,1697
test,1753
control,1733
control,1054
test,1238
control,1587
test,1126
test,1649
control,1473
test,1879
control,1724
control,1297
control,1492
control,1247
control,1784
test,897
control,1874
test,1187
test,1418
test,1316
test,2072
control,2000
test,1264
control,1830
control,942
test,1168
test,1771
control,883
test,1912
test,1416
test,1517
control,1448
control,858
test,1622
control,1499
control,1433
control,1718
control,1727
test,1476
control,1772
test,1252
control,1465
test,1220
test,1897
test,1544
test,834
control,1532
test,1507
test,1216
control,1419
control,1441
test,1294
control,1169
test,1567
test,921
control,1078
test,1403
test,1858
test,1515
test,863
test,1356
test,1216
control,904
test,1319
test,1844
control,1937
test,1512
test,2014
test,1590
control,1489
test,1638
control,664
test,1469
control,1539
test,1113
test,1201
test,1394
control,1127
control,2068
test,1298
test,1716
control,1891
test,1379
test,1891
control,1490
test,1637
test,1970
control,1808
test,1921
control,1643
control,1837
control,1297
control,1348
test,1604
test,1760
test,1939
control,1482
test,1097
test,1895
control,1963
test,1635
control,1718
test,1486
test,1748
test,1252
control,1860
test,1444
control,1336
control,1613
control,2179
control,1342
test,1294
test,1486
control,1759
control,1641
test,2174
test,1485
test,1990
test,1651
test,1111
test,1685
test,1681
test,1525
control,1562
control,1386
test,1821
control,1439
control,1640
test,2231
control,1602
test,1323
control,1327
test,1764
control,1207
test,1205
control,1081
control,947
test,1975
test,949
control,1768
control,1480
control,1425
control,1551
test,1418
test,929
test,1253
test,1479
test,2100
control,1732
test,1141
test,1107
test,1599
control,1190
test,1397
test,1756
test,737
control,1322
test,1825
test,1243
control,1046
control,1435
test,1922
test,1520
test,1684
test,1445
test,1601
control,1535
control,1885
test,1337
test,1218
test,1678
control,1960
test,1535
test,1471
test,1304
test,1699
control,1658
test,1460
test,1723
control,1051
test,1164
test,1543
control,1870
control,1086
control,1128
control,1236
control,1565
control,1213
test,1524
test,1622
control,1350
control,1707
test,1430
control,1884
control,2479
control,1948
test,1181
control,1722
control,1455
test,1617
test,1174
test,1559
test,1629
control,1169
test,1461
control,1469
test,1337
control,1313
control,1329
control,1927
control,2053
test,1697
test,1542
control,1457
test,1481
test,944
control,1731
test,1434
control,833
test,1455
test,1238
test,1692
test,1300
test,1450
control,1477
control,1823
control,1360
test,1501
test,1126
test,1207
test,1392
control,1250
test,1825
control,1674
control,1583
test,2196
test,1473
test,1252
test,1167
control,1306
control,1217
control,1507
test,2359
test,954
test,1461
control,1228
test,1479
test,1463
control,1153
control,1717
control,1914
control,1359
control,1939
test,1300
control,1467
control,1448
control,1379
test,1594
control,1144
test,1372
control,1783
test,1729
test,1860
test,1789
control,1335
test,2270
control,1679
control,1764
test,1973
test,1693
test,1199
test,1325
test,2013
test,2210
test,1565
control,1989
control,1840
control,1153
control,916
test,1911
control,1535
control,1306
control,1162
control,1418
test,1655
control,1537
test,2030
control,1583
test,1270
control,1559
test,1633
test,1771
control,1605
control,1051
control,1374
test,1349
control,1918
control,1025
control,1216
test,1598
control,1668
control,1444
test,1641
test,1510
test,1537
control,1123
control,1610
control,1175
test,1725
control,2031
control,1008
control,1515
control,1448
control,1690
test,1142
test,1267
test,1043
control,1813
test,1209
control,1496
test,1288
control,1134
test,2182
test,1755
control,1718
control,1174
control,1346
control,1964
test,1561
control,628
control,1530
test,1159
test,1505
test,1329
control,1308
control,1467
test,1363
test,1783
control,1400
control,1344
control,1225
control,1703
test,1599
control,1352
test,1057
test,1515
control,1279
control,910
control,1005
test,1572
control,995
test,1269
test,2103
control,1431
control,1557
control,1722
control,1852
control,1474
test,970
control,1305
control,1411
control,1891
test,2085
control,1291
test,1801
control,1921
control,918
control,1930
test,1860
test,1330
control,1167
test,1173
test,1326
test,1474
test,1604
test,1776
control,1637
test,1213
control,1237
test,1741
test,1176
test,1200
control,1392
test,1089
test,1272
control,1424
test,1333
control,1003
control,1573
control,1254
control,1822
control,1944
control,1208
control,1183
test,1751
control,1401
test,1551
test,1182
test,983
control,1648
test,1047
control,1415
test,1788
control,757
test,1815
test,1141
control,1474
test,1577
control,1617
test,1740
test,2021
test,1525
control,1368
test,1420
control,1626
test,1484
test,1081
control,1486
test,1651
control,1335
test,1224
control,887
control,1272
control,1979
test,1717
test,1442
control,1361
test,1617
test,1257
test,1247
test,900
control,1744
test,1351
test,1517
test,1563
test,1518
control,1582
test,1425
test,1461
test,1273
test,1905
control,1560
test,1814
control,1493
control,1402
control,1301
control,1908
control,1896
control,1235
test,1165
control,1663
test,1563
test,1571
control,1635
control,1093
test,1596
control,1654
test,1207
control,1445
control,1182
test,1283
test,1041
control,753
control,1694
test,772
control,1594
control,1129
control,1893
control,1375
test,1566
control,1263
control,1504
control,1561
test,1532
control,1475
test,996
control,1498
control,1653
test,1247
control,1855
test,1373
control,1290
control,1825
control,1353
test,1778
control,1589
test,1124
test,1146
control,1872
control,964
control,1074
control,1903
control,1532
test,1590
test,1627
control,1579
test,2377
test,1178
test,1674
test,1877
test,1183
control,1206
test,1502
test,1238
control,1497
control,1515
test,1259
control,1590
test,1465
control,1153
control,1620
control,1460
test,907
test,1248
test,1654
test,1222
test,1468
test,1480
control,1349
control,1699
test,1103
test,1061
control,1575
control,889
test,1804
control,1699
test,1907
test,1134
test,1056
control,1563
control,1961
test,1102
test,1408
control,1112
test,1312
test,1601
control,1400
test,1149
control,1929
test,1693
control,1607
control,1526
control,1709
test,2317
test,1379
test,1663
control,1785
test,1615
test,1183
test,1871
control,1561
test,1147
test,1362
test,1474
test,1345
control,1471
test,1511
control,1268
control,1274
control,1160
control,1790
test,842
test,1218
test,1712
control,1418
control,1642
test,1381
control,1380
control,1411
control,1765
test,1990
test,1691
test,2345
control,1438
test,1243
control,1429
control,1614
test,1531
test,1657
test,1810
test,1827
control,1359
control,1511
control,1574
control,1400
test,1599
test,1583
test,1612
test,1052
test,1424
control,1557
control,826
test,976
control,2051
test,2009
control,1676
test,1187
control,1477
control,1553
test,1022
test,754
test,1562
test,1403
test,1648
test,1051
control,1331
test,1206
control,1665
test,1598
test,1334
test,1215
test,1352
control,1091
test,1748
test,1197
test,1512
test,1233
control,1396
test,1112
control,1157
control,1708
test,1741
test,1544
test,2065
test,1347
control,1756
control,1620
test,1317
test,1708
test,1299
test,1224
control,963
control,1219
control,1703
test,1048
test,1836
control,1681
control,1571
control,1825
control,1378
test,1345
control,1494
test,1973
control,1894
test,1625
control,1949
test,1292
control,1210
control,1182
control,1624
test,1366
control,1051
control,1539
control,1214
test,1880
test,1498
test,1208
control,1732
control,1650
test,1847
test,1194
control,1446
control,1892
test,2009
test,1349
test,1606
test,1428
test,1570
test,1970
test,1534
test,1649
test,1366
control,2032
control,1713
test,1931
test,1774
control,1554
test,1451
test,1423
test,1737
test,2183
test,1082
control,1650
test,1080
test,1695
test,1307
control,1458
test,1649
control,1255
test,1659
control,1440
test,1627
control,1070
test,1713
control,1235
test,1668
test,1294
test,1640
test,1704
control,1814
control,1578
test,1218
control,1682
control,1236
control,1605
test,1774
control,1330
test,1956
test,1579
test,2092
test,1652
control,1797
test,1721
control,1361
control,1737
control,1805
test,1697
control,1665
control,1448
control,1175
test,1032
control,1667
control,1542
test,1979
test,1658
control,1803
control,1780
control,1642
test,1845
control,1087
test,1693
test,1946
control,1626
test,1263
test,1116
control,1469
control,1844
control,1064
control,979
control,1554
test,1121
control,1505
test,1794
control,1391
test,968
control,1971
test,1813
control,1126
test,1392
control,1744
control,1617
control,1707
control,1006
test,1094
control,1865
control,1670
control,1440
control,1400
control,1949
control,1518
test,1568
control,1270
control,1609
test,1283
control,1282
control,1743
test,2184
control,1303
control,1733
test,1189
test,1284
test,1947
test,911
control,1072
test,1327
control,1277
control,1663
test,1448
test,1154
test,1622
control,958
test,1829
control,829
test,1282
test,1518
control,1216
control,1498
test,1324
test,1339
control,1641
control,1771
control,1974
test,1218
control,1727
test,1473
control,1304
control,1883
control,2187
test,1855
test,1636
test,1345
control,1597
test,1107
control,1730
test,1607
control,1223
control,2142
test,1344
control,824
test,1337
control,1733
control,1131
control,1428
test,1375
control,1279
test,1394
control,1525
control,1732
test,921
test,1311
test,1895
test,1915
test,1072
control,1498
control,1723
test,1475
control,1510
control,1694
test,1253
test,1581
test,1228
test,1138
test,1450
control,1572
control,2025
control,1809
test,1653
test,827
test,1564
test,1560
control,2148
control,2043
test,1215
test,1083
control,1734
test,1949
test,1398
test,1513
control,1395
control,671
control,1354
control,1405
test,1277
test,1472
control,1486
test,1312
test,2003
test,1437
control,1247
test,1154
test,1893
test,876
test,1705
control,1622
control,1353
control,1717
control,1264
test,944
test,1560
control,1677
test,1922
test,1152
control,1396
control,1315
control,1580
test,1319
test,1253
test,1238
test,1515
test,2103
test,1300
test,1628
test,1426
control,1271
test,1505
control,1735
control,1681
test,1641
test,1350
test,1691
control,1070
control,1156
control,1508
test,1333
test,1349
test,1962
control,1553
control,1251
test,1189
test,1818
control,1162
control,1773
control,1180
control,1396
test,1817
test,840
control,1489
test,1466
test,1359
test,1267
test,1388
control,1265
control,1663
test,1358
test,1633
control,1613
control,1739
test,1492
test,949
control,1522
test,1835
control,1098
test,1754
control,1253
test,1794
control,1429
